,pokedex_number,name,type_1,type_2,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,abilities,hidden_ability,generation,is_legendary,is_mythical,is_baby,color,shape,egg_groups,habitat,growth_rate,capture_rate,base_happiness,genus,evolution_chain_id,flavor_text,sprite_url,hp_norm,atk_norm,def_norm,sp_atk_norm,sp_def_norm,speed_norm
564,565,Carracosta,Water,Rock,74,108,133,83,65,32,495,1.2,81.0,173.0,"['solid-rock', 'sturdy', 'swift-swim']",swift-swim,generation-5,,,False,blue,upright,water1|water3,,medium,45,70,Prototurtle Pokémon,288,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,0.2874015748031496,0.5567567567567567,0.5224489795918368,0.3543689320388349,0.1956521739130435,0.1384615384615384
565,566,Archen,Rock,Flying,55,112,45,74,45,70,401,0.5,9.5,71.0,['defeatist'],,generation-5,,,False,yellow,wings,flying|water3,,medium,45,70,First Bird Pokémon,289,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,0.2125984251968504,0.5783783783783784,0.1632653061224489,0.3106796116504854,0.108695652173913,0.3333333333333333
566,567,Archeops,Rock,Flying,75,140,65,112,65,110,567,1.4,32.0,177.0,['defeatist'],,generation-5,,,False,yellow,wings,flying|water3,,medium,45,70,First Bird Pokémon,289,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,0.2913385826771653,0.7297297297297297,0.2448979591836734,0.4951456310679611,0.1956521739130435,0.5384615384615384
567,568,Trubbish,Poison,None,50,50,62,40,62,65,329,0.6,31.0,66.0,"['stench', 'sticky-hold', 'aftermath']",aftermath,generation-5,,,False,green,humanoid,mineral,,medium,190,70,Trash Bag Pokémon,290,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,0.1929133858267716,0.2432432432432432,0.2326530612244897,0.145631067961165,0.1826086956521739,0.3076923076923077
568,569,Garbodor,Poison,None,80,95,82,60,82,75,474,1.9,107.3,166.0,"['stench', 'weak-armor', 'aftermath']",aftermath,generation-5,,,False,green,humanoid,mineral,,medium,60,70,Trash Heap Pokémon,290,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,0.3110236220472441,0.4864864864864865,0.3142857142857143,0.2427184466019417,0.2695652173913043,0.358974358974359
569,570,Zorua,Dark,None,40,65,40,80,40,65,330,0.7,12.5,66.0,['illusion'],,generation-5,,,False,gray,quadruped,ground,,medium-slow,75,70,Tricky Fox Pokémon,291,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,0.1535433070866141,0.3243243243243243,0.1428571428571428,0.3398058252427184,0.0869565217391304,0.3076923076923077
570,571,Zoroark,Dark,None,60,105,60,120,60,105,510,1.6,81.1,179.0,['illusion'],,generation-5,,,False,gray,upright,ground,,medium-slow,45,70,Illusion Fox Pokémon,291,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,0.2322834645669291,0.5405405405405406,0.2244897959183673,0.5339805825242718,0.1739130434782608,0.5128205128205128
571,572,Minccino,Normal,None,55,50,40,40,40,75,300,0.4,5.8,60.0,"['cute-charm', 'technician', 'skill-link']",skill-link,generation-5,,,False,gray,quadruped,ground,,fast,255,70,Chinchilla Pokémon,292,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,0.2125984251968504,0.2432432432432432,0.1428571428571428,0.145631067961165,0.0869565217391304,0.358974358974359
572,573,Cinccino,Normal,None,75,95,60,65,60,115,470,0.5,7.5,165.0,"['cute-charm', 'technician', 'skill-link']",skill-link,generation-5,,,False,gray,quadruped,ground,,fast,60,70,Scarf Pokémon,292,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,0.2913385826771653,0.4864864864864865,0.2244897959183673,0.2669902912621359,0.1739130434782608,0.5641025641025641
573,574,Gothita,Psychic,None,45,30,50,55,65,45,290,0.4,5.8,58.0,"['frisk', 'competitive', 'shadow-tag']",shadow-tag,generation-5,,,False,purple,humanoid,humanshape,,medium-slow,200,70,Fixation Pokémon,293,Their ribbonlike feelers increase their psychic power. They are always staring at something.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,0.1732283464566929,0.1351351351351351,0.1836734693877551,0.2184466019417475,0.1956521739130435,0.2051282051282051
574,575,Gothorita,Psychic,None,60,45,70,75,85,55,390,0.7,18.0,137.0,"['frisk', 'competitive', 'shadow-tag']",shadow-tag,generation-5,,,False,purple,humanoid,humanshape,,medium-slow,100,70,Manipulate Pokémon,293,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,0.2322834645669291,0.2162162162162162,0.2653061224489796,0.3155339805825243,0.2826086956521739,0.2564102564102564
575,576,Gothitelle,Psychic,None,70,55,95,95,110,65,490,1.5,44.0,221.0,"['frisk', 'competitive', 'shadow-tag']",shadow-tag,generation-5,,,False,purple,humanoid,humanshape,,medium-slow,50,70,Astral Body Pokémon,293,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,0.2716535433070866,0.2702702702702703,0.3673469387755102,0.4126213592233009,0.391304347826087,0.3076923076923077
576,577,Solosis,Psychic,None,45,30,40,105,50,20,290,0.3,1.0,58.0,"['overcoat', 'magic-guard', 'regenerator']",regenerator,generation-5,,,False,green,ball,indeterminate,,medium-slow,200,70,Cell Pokémon,294,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,0.1732283464566929,0.1351351351351351,0.1428571428571428,0.4611650485436893,0.1304347826086956,0.0769230769230769
577,578,Duosion,Psychic,None,65,40,50,125,60,30,370,0.6,8.0,130.0,"['overcoat', 'magic-guard', 'regenerator']",regenerator,generation-5,,,False,green,ball,indeterminate,,medium-slow,100,70,Mitosis Pokémon,294,"Since they have two divided brains, at times they suddenly try to take two different actions at once.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,0.2519685039370078,0.1891891891891892,0.1836734693877551,0.558252427184466,0.1739130434782608,0.1282051282051282
578,579,Reuniclus,Psychic,None,110,65,75,125,85,30,490,1.0,20.1,221.0,"['overcoat', 'magic-guard', 'regenerator']",regenerator,generation-5,,,False,green,arms,indeterminate,,medium-slow,50,70,Multiplying Pokémon,294,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,0.4291338582677165,0.3243243243243243,0.2857142857142857,0.558252427184466,0.2826086956521739,0.1282051282051282
579,580,Ducklett,Water,Flying,62,44,50,44,50,55,305,0.5,5.5,61.0,"['keen-eye', 'big-pecks', 'hydration']",hydration,generation-5,,,False,blue,wings,water1|flying,,medium,190,70,Water Bird Pokémon,295,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,0.2401574803149606,0.2108108108108108,0.1836734693877551,0.1650485436893204,0.1304347826086956,0.2564102564102564
580,581,Swanna,Water,Flying,75,87,63,87,63,98,473,1.3,24.2,166.0,"['keen-eye', 'big-pecks', 'hydration']",hydration,generation-5,,,False,white,wings,water1|flying,,medium,45,70,White Bird Pokémon,295,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,0.2913385826771653,0.4432432432432432,0.236734693877551,0.3737864077669903,0.1869565217391304,0.4769230769230769
581,582,Vanillite,Ice,None,36,50,50,65,60,44,305,0.4,5.7,61.0,"['ice-body', 'snow-cloak', 'weak-armor']",weak-armor,generation-5,,,False,white,blob,mineral,,slow,255,70,Fresh Snow Pokémon,296,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,0.1377952755905512,0.2432432432432432,0.1836734693877551,0.2669902912621359,0.1739130434782608,0.2
582,583,Vanillish,Ice,None,51,65,65,80,75,59,395,1.1,41.0,138.0,"['ice-body', 'snow-cloak', 'weak-armor']",weak-armor,generation-5,,,False,white,blob,mineral,,slow,120,70,Icy Snow Pokémon,296,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,0.1968503937007874,0.3243243243243243,0.2448979591836734,0.3398058252427184,0.2391304347826087,0.2769230769230769
583,584,Vanilluxe,Ice,None,71,95,85,110,95,79,535,1.3,57.5,241.0,"['ice-body', 'snow-warning', 'weak-armor']",weak-armor,generation-5,,,False,white,heads,mineral,,slow,45,70,Snowstorm Pokémon,296,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,0.2755905511811024,0.4864864864864865,0.3265306122448979,0.4854368932038835,0.3260869565217391,0.3794871794871794
584,585,Deerling,Normal,Grass,60,60,50,40,50,75,335,0.6,19.5,67.0,"['chlorophyll', 'sap-sipper', 'serene-grace']",serene-grace,generation-5,,,False,pink,quadruped,ground,,medium,190,70,Season Pokémon,297,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,0.2322834645669291,0.2972972972972973,0.1836734693877551,0.145631067961165,0.1304347826086956,0.358974358974359
585,586,Sawsbuck,Normal,Grass,80,100,70,60,70,95,475,1.9,92.5,166.0,"['chlorophyll', 'sap-sipper', 'serene-grace']",serene-grace,generation-5,,,False,brown,quadruped,ground,,medium,75,70,Season Pokémon,297,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,0.3110236220472441,0.5135135135135135,0.2653061224489796,0.2427184466019417,0.217391304347826,0.4615384615384615
586,587,Emolga,Electric,Flying,55,75,60,75,60,103,428,0.4,5.0,150.0,"['static', 'motor-drive']",motor-drive,generation-5,,,False,white,quadruped,ground,,medium,200,70,Sky Squirrel Pokémon,298,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,0.2125984251968504,0.3783783783783784,0.2244897959183673,0.3155339805825243,0.1739130434782608,0.5025641025641026
587,588,Karrablast,Bug,None,50,75,45,40,45,60,315,0.5,5.9,63.0,"['swarm', 'shed-skin', 'no-guard']",no-guard,generation-5,,,False,blue,humanoid,bug,,medium,200,70,Clamping Pokémon,299,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,0.1929133858267716,0.3783783783783784,0.1632653061224489,0.145631067961165,0.108695652173913,0.282051282051282
588,589,Escavalier,Bug,Steel,70,135,105,60,105,20,495,1.0,33.0,173.0,"['swarm', 'shell-armor', 'overcoat']",overcoat,generation-5,,,False,gray,arms,bug,,medium,75,70,Cavalry Pokémon,299,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,0.2716535433070866,0.7027027027027027,0.4081632653061224,0.2427184466019417,0.3695652173913043,0.0769230769230769
589,590,Foongus,Grass,Poison,69,55,45,55,55,15,294,0.2,1.0,59.0,"['effect-spore', 'regenerator']",regenerator,generation-5,,,False,white,arms,plant,,medium,190,70,Mushroom Pokémon,300,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,0.2677165354330709,0.2702702702702703,0.1632653061224489,0.2184466019417475,0.1521739130434782,0.0512820512820512
590,591,Amoonguss,Grass,Poison,114,85,70,85,80,30,464,0.6,10.5,162.0,"['effect-spore', 'regenerator']",regenerator,generation-5,,,False,white,arms,plant,,medium,75,70,Mushroom Pokémon,300,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,0.4448818897637795,0.4324324324324324,0.2653061224489796,0.3640776699029126,0.2608695652173913,0.1282051282051282
591,592,Frillish-Male,Water,Ghost,55,40,50,65,85,40,335,1.2,33.0,67.0,"['water-absorb', 'cursed-body', 'damp']",damp,generation-5,,,False,white,tentacles,indeterminate,,medium,190,70,Floating Pokémon,301,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,0.2125984251968504,0.1891891891891892,0.1836734693877551,0.2669902912621359,0.2826086956521739,0.1794871794871795
592,593,Jellicent-Male,Water,Ghost,100,60,70,85,105,60,480,2.2,135.0,168.0,"['water-absorb', 'cursed-body', 'damp']",damp,generation-5,,,False,white,tentacles,indeterminate,,medium,60,70,Floating Pokémon,301,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,0.389763779527559,0.2972972972972973,0.2653061224489796,0.3640776699029126,0.3695652173913043,0.282051282051282
593,594,Alomomola,Water,None,165,75,80,40,45,65,470,1.2,31.6,165.0,"['healer', 'hydration', 'regenerator']",regenerator,generation-5,,,False,pink,fish,water1|water2,,fast,75,70,Caring Pokémon,302,The special membrane enveloping Alomomola has the ability to heal wounds.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,0.6456692913385826,0.3783783783783784,0.3061224489795918,0.145631067961165,0.108695652173913,0.3076923076923077
594,595,Joltik,Bug,Electric,50,47,50,57,50,65,319,0.1,0.6,64.0,"['compound-eyes', 'unnerve', 'swarm']",swarm,generation-5,,,False,yellow,armor,bug,,medium,190,70,Attaching Pokémon,303,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,0.1929133858267716,0.227027027027027,0.1836734693877551,0.2281553398058252,0.1304347826086956,0.3076923076923077
595,596,Galvantula,Bug,Electric,70,77,60,97,60,108,472,0.8,14.3,165.0,"['compound-eyes', 'unnerve', 'swarm']",swarm,generation-5,,,False,yellow,armor,bug,,medium,75,70,EleSpider Pokémon,303,"When attacked, they create an electric barrier by spitting out many electrically charged threads.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,0.2716535433070866,0.3891891891891892,0.2244897959183673,0.4223300970873786,0.1739130434782608,0.5282051282051282
596,597,Ferroseed,Grass,Steel,44,50,91,24,86,10,305,0.6,18.8,61.0,['iron-barbs'],,generation-5,,,False,gray,ball,plant|mineral,,medium,255,70,Thorn Seed Pokémon,304,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,0.1692913385826771,0.2432432432432432,0.3510204081632653,0.0679611650485436,0.2869565217391304,0.0256410256410256
597,598,Ferrothorn,Grass,Steel,74,94,131,54,116,20,489,1.0,110.0,171.0,"['iron-barbs', 'anticipation']",anticipation,generation-5,,,False,gray,tentacles,plant|mineral,,medium,90,70,Thorn Pod Pokémon,304,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,0.2874015748031496,0.4810810810810811,0.5142857142857142,0.2135922330097087,0.417391304347826,0.0769230769230769
598,599,Klink,Steel,None,40,55,70,45,60,30,300,0.3,21.0,60.0,"['plus', 'minus', 'clear-body']",clear-body,generation-5,,,False,gray,heads,mineral,,medium-slow,130,70,Gear Pokémon,305,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,0.1535433070866141,0.2702702702702703,0.2653061224489796,0.1699029126213592,0.1739130434782608,0.1282051282051282
599,600,Klang,Steel,None,60,80,95,70,85,50,440,0.6,51.0,154.0,"['plus', 'minus', 'clear-body']",clear-body,generation-5,,,False,gray,heads,mineral,,medium-slow,60,70,Gear Pokémon,305,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,0.2322834645669291,0.4054054054054054,0.3673469387755102,0.2912621359223301,0.2826086956521739,0.2307692307692307
600,601,Klinklang,Steel,None,60,100,115,70,85,90,520,0.6,81.0,234.0,"['plus', 'minus', 'clear-body']",clear-body,generation-5,,,False,gray,heads,mineral,,medium-slow,30,70,Gear Pokémon,305,The gear with the red core is rotated at high speed for a rapid energy charge.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,0.2322834645669291,0.5135135135135135,0.4489795918367347,0.2912621359223301,0.2826086956521739,0.4358974358974359
601,602,Tynamo,Electric,None,35,55,40,45,40,60,275,0.2,0.3,55.0,['levitate'],,generation-5,,,False,white,fish,indeterminate,,slow,190,70,EleFish Pokémon,306,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,0.1338582677165354,0.2702702702702703,0.1428571428571428,0.1699029126213592,0.0869565217391304,0.282051282051282
602,603,Eelektrik,Electric,None,65,85,70,75,70,40,405,1.2,22.0,142.0,['levitate'],,generation-5,,,False,blue,fish,indeterminate,,slow,60,70,EleFish Pokémon,306,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,0.2519685039370078,0.4324324324324324,0.2653061224489796,0.3155339805825243,0.217391304347826,0.1794871794871795
603,604,Eelektross,Electric,None,85,115,80,105,80,50,515,2.1,80.5,232.0,['levitate'],,generation-5,,,False,blue,fish,indeterminate,,slow,30,70,EleFish Pokémon,306,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,0.3307086614173228,0.5945945945945946,0.3061224489795918,0.4611650485436893,0.2608695652173913,0.2307692307692307
604,605,Elgyem,Psychic,None,55,55,55,85,55,30,335,0.5,9.0,67.0,"['telepathy', 'synchronize', 'analytic']",analytic,generation-5,,,False,blue,upright,humanshape,,medium,255,70,Cerebral Pokémon,307,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,0.2125984251968504,0.2702702702702703,0.2040816326530612,0.3640776699029126,0.1521739130434782,0.1282051282051282
605,606,Beheeyem,Psychic,None,75,75,75,125,95,40,485,1.0,34.5,170.0,"['telepathy', 'synchronize', 'analytic']",analytic,generation-5,,,False,brown,humanoid,humanshape,,medium,90,70,Cerebral Pokémon,307,"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,0.2913385826771653,0.3783783783783784,0.2857142857142857,0.558252427184466,0.3260869565217391,0.1794871794871795
606,607,Litwick,Ghost,Fire,50,30,55,65,55,20,275,0.3,3.1,55.0,"['flash-fire', 'flame-body', 'infiltrator']",infiltrator,generation-5,,,False,white,blob,indeterminate,,medium-slow,190,70,Candle Pokémon,308,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,0.1929133858267716,0.1351351351351351,0.2040816326530612,0.2669902912621359,0.1521739130434782,0.0769230769230769
607,608,Lampent,Ghost,Fire,60,40,60,95,60,55,370,0.6,13.0,130.0,"['flash-fire', 'flame-body', 'infiltrator']",infiltrator,generation-5,,,False,black,arms,indeterminate,,medium-slow,90,70,Lamp Pokémon,308,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,0.2322834645669291,0.1891891891891892,0.2244897959183673,0.4126213592233009,0.1739130434782608,0.2564102564102564
608,609,Chandelure,Ghost,Fire,60,55,90,145,90,80,520,1.0,34.3,234.0,"['flash-fire', 'flame-body', 'infiltrator']",infiltrator,generation-5,,,False,black,arms,indeterminate,,medium-slow,45,70,Luring Pokémon,308,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,0.2322834645669291,0.2702702702702703,0.3469387755102041,0.6553398058252428,0.3043478260869565,0.3846153846153846
609,610,Axew,Dragon,None,46,87,60,30,40,57,320,0.6,18.0,64.0,"['rivalry', 'mold-breaker', 'unnerve']",unnerve,generation-5,,,False,green,upright,monster|dragon,,slow,75,35,Tusk Pokémon,309,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,0.1771653543307086,0.4432432432432432,0.2244897959183673,0.0970873786407767,0.0869565217391304,0.2666666666666666
610,611,Fraxure,Dragon,None,66,117,70,40,50,67,410,1.0,36.0,144.0,"['rivalry', 'mold-breaker', 'unnerve']",unnerve,generation-5,,,False,green,upright,monster|dragon,,slow,60,35,Axe Jaw Pokémon,309,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,0.2559055118110236,0.6054054054054054,0.2653061224489796,0.145631067961165,0.1304347826086956,0.3179487179487179
611,612,Haxorus,Dragon,None,76,147,90,60,70,97,540,1.8,105.5,243.0,"['rivalry', 'mold-breaker', 'unnerve']",unnerve,generation-5,,,False,yellow,upright,monster|dragon,,slow,45,35,Axe Jaw Pokémon,309,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,0.2952755905511811,0.7675675675675676,0.3469387755102041,0.2427184466019417,0.217391304347826,0.4717948717948718
612,613,Cubchoo,Ice,None,55,70,40,60,40,40,305,0.5,8.5,61.0,"['snow-cloak', 'slush-rush', 'rattled']",rattled,generation-5,,,False,white,upright,ground,,medium,120,70,Chill Pokémon,310,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,0.2125984251968504,0.3513513513513513,0.1428571428571428,0.2427184466019417,0.0869565217391304,0.1794871794871795
613,614,Beartic,Ice,None,95,130,80,70,80,50,505,2.6,260.0,177.0,"['snow-cloak', 'slush-rush', 'swift-swim']",swift-swim,generation-5,,,False,white,quadruped,ground,,medium,60,70,Freezing Pokémon,310,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,0.3700787401574803,0.6756756756756757,0.3061224489795918,0.2912621359223301,0.2608695652173913,0.2307692307692307
614,615,Cryogonal,Ice,None,80,50,50,95,135,105,515,1.1,148.0,180.0,['levitate'],,generation-5,,,False,blue,ball,mineral,,medium,25,70,Crystallizing Pokémon,311,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,0.3110236220472441,0.2432432432432432,0.1836734693877551,0.4126213592233009,0.5,0.5128205128205128
615,616,Shelmet,Bug,None,50,40,85,40,65,25,305,0.4,7.7,61.0,"['hydration', 'shell-armor', 'overcoat']",overcoat,generation-5,,,False,red,ball,bug,,medium,200,70,Snail Pokémon,312,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,0.1929133858267716,0.1891891891891892,0.3265306122448979,0.145631067961165,0.1956521739130435,0.1025641025641025
616,617,Accelgor,Bug,None,80,70,40,100,60,145,495,0.8,25.3,173.0,"['hydration', 'sticky-hold', 'unburden']",unburden,generation-5,,,False,red,arms,bug,,medium,75,70,Shell Out Pokémon,312,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,0.3110236220472441,0.3513513513513513,0.1428571428571428,0.4368932038834951,0.1739130434782608,0.717948717948718
617,618,Stunfisk,Ground,Electric,109,66,84,81,99,32,471,0.7,11.0,165.0,"['static', 'limber', 'sand-veil']",sand-veil,generation-5,,,False,brown,fish,water1|indeterminate,,medium,75,70,Trap Pokémon,313,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,0.4251968503937008,0.3297297297297297,0.3224489795918367,0.3446601941747573,0.3434782608695652,0.1384615384615384
618,619,Mienfoo,Fighting,None,45,85,50,55,50,65,350,0.9,20.0,70.0,"['inner-focus', 'regenerator', 'reckless']",reckless,generation-5,,,False,yellow,upright,ground|humanshape,,medium-slow,180,70,Martial Arts Pokémon,314,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,0.1732283464566929,0.4324324324324324,0.1836734693877551,0.2184466019417475,0.1304347826086956,0.3076923076923077
619,620,Mienshao,Fighting,None,65,125,60,95,60,105,510,1.4,35.5,179.0,"['inner-focus', 'regenerator', 'reckless']",reckless,generation-5,,,False,purple,upright,ground|humanshape,,medium-slow,45,70,Martial Arts Pokémon,314,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,0.2519685039370078,0.6486486486486487,0.2244897959183673,0.4126213592233009,0.1739130434782608,0.5128205128205128
620,621,Druddigon,Dragon,None,77,120,90,60,90,48,485,1.6,139.0,170.0,"['rough-skin', 'sheer-force', 'mold-breaker']",mold-breaker,generation-5,,,False,red,upright,dragon|monster,,medium,45,70,Cave Pokémon,315,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,0.2992125984251969,0.6216216216216216,0.3469387755102041,0.2427184466019417,0.3043478260869565,0.2205128205128205
